theme_id,theme_name,bottleneck_layer,active_from,active_until,company_code,conviction,source_note,evidence_date,evidence_url,invalidation_criteria,review_by,role
abf_substrate,ABF 載板缺貨,"期初冊主題,僅做證據演化。圍欄內 2022-06-01 第一手證據:南電/景碩/欣興ABF載板三雄『首遭』外資降評、目標價狠砍約4成;外資估ABF缺口由2021",2022-08-01,2022-10-31,3037,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 外資首度降評、目標價砍4成;缺口收斂、漲價喊卡。由5下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,ABF現貨/長約報價實際回落(非僅漲價喊卡);交期由高峰縮回正常;三雄稼動率明顯下滑或下修財測。→ 若 H2 確認降價則設 active_until,,chokepoint_owner
abf_substrate,ABF 載板缺貨,"期初冊主題,僅做證據演化。圍欄內 2022-06-01 第一手證據:南電/景碩/欣興ABF載板三雄『首遭』外資降評、目標價狠砍約4成;外資估ABF缺口由2021",2022-08-01,2022-10-31,3189,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 同遭降評。由5下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,ABF現貨/長約報價實際回落(非僅漲價喊卡);交期由高峰縮回正常;三雄稼動率明顯下滑或下修財測。→ 若 H2 確認降價則設 active_until,,chokepoint_owner
abf_substrate,ABF 載板缺貨,"期初冊主題,僅做證據演化。圍欄內 2022-06-01 第一手證據:南電/景碩/欣興ABF載板三雄『首遭』外資降評、目標價狠砍約4成;外資估ABF缺口由2021",2022-08-01,2022-10-31,8046,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 同遭降評,基板高峰反轉。由5下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,ABF現貨/長約報價實際回落(非僅漲價喊卡);交期由高峰縮回正常;三雄稼動率明顯下滑或下修財測。→ 若 H2 確認降價則設 active_until,,chokepoint_owner
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-07-01,,2330,5,"[跨批縫合:首見 2023-06-01(批 2023H1),conviction 終值 5] carry 持平(已封頂 5);2024-07-18 法說僅再確認供不應求。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,chokepoint_owner
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-07-01,,2449,2,"[跨批縫合:首見 2023-06-01(批 2023H1),conviction 終值 2] carry 持平。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,enabler
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-07-01,,3711,2,"[跨批縫合:首見 2023-06-01(批 2023H1),conviction 終值 2] carry 持平。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,enabler
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-09-01,,3131,2,"[跨批縫合:首見 2023-08-01(批 2023H2),conviction 終值 2] carry 持平(TPEx 不可交易)。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,enabler
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-09-01,,3583,2,"[跨批縫合:首見 2023-08-01(批 2023H2),conviction 終值 2] carry 持平。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,enabler
advanced_packaging_cowos,CoWoS 先進封裝,advanced_packaging_cowos ≤圍欄證據=再強化但已封頂。台積電 2024-07-18 法說(魏哲家):今、明兩年 CoWoS 產能均超倍增,2023-09-01,,6187,2,"[跨批縫合:首見 2023-08-01(批 2023H2),conviction 終值 2] carry 持平(TPEx 不可交易)。",2024-07-01,repo:backfill/label_runs/2024-07.json,CoWoS 產能利用率跌破 80% / AI 加速器砍單 / 擴產開出且交期正常化。,,enabler
ai_liquid_cooling,AI 液冷 (UQD 水冷快接頭),"在冊觀察線 ai_liquid_cooling 之 defer→admit。期初冊指示:『GB200 量產 H2 2024 起,≤圍欄若首見 UQD/CDU 配",2024-08-01,,3017,2,"[跨批縫合:首見 2024-07-01(批 2024H2),conviction 終值 2] TW 散熱模組龍頭(水冷板/CDU)+ 持富世達 UQD 曝險 + 緊急救援分歧管/快接頭。模組層可擴屬 enabler。TWSE。",2024-07-17,repo:backfill/label_runs/2024-07.json; Digitimes a20240717PD200; TweakTown 99446,台廠多家(嘉澤 3533 等)通過 UQD 認證致集中度瓦解 / 液冷快接頭供給正常化、漲價回落 / GB200/GB300 液冷砍單、滲透率停滯 / 富世達 UQD ODM 訂單能見度回縮。,,enabler
ai_liquid_cooling,AI 液冷 (UQD 水冷快接頭),"在冊觀察線 ai_liquid_cooling 之 defer→admit。期初冊指示:『GB200 量產 H2 2024 起,≤圍欄若首見 UQD/CDU 配",2024-08-01,,6805,4,"[跨批縫合:首見 2024-07-01(批 2024H2),conviction 終值 4] UQD 快接頭認證節點:通過 ODM 驗證、打破外企寡占、單價漲(定價權雛形)、12 個月內難無痛替換(認證門檻)。TWSE 可交易。保守起手 3(寡占 owner 上限 4 之下;量產 Q4 為前瞻、challenger 剛切入,不給滿)。",2024-07-17,repo:backfill/label_runs/2024-07.json; Digitimes a20240717PD200; TweakTown 99446,台廠多家(嘉澤 3533 等)通過 UQD 認證致集中度瓦解 / 液冷快接頭供給正常化、漲價回落 / GB200/GB300 液冷砍單、滲透率停滯 / 富世達 UQD ODM 訂單能見度回縮。,,chokepoint_owner
ai_liquid_cooling,AI 液冷 (UQD 水冷快接頭),ai_liquid_cooling(2024-07 入冊)≤圍欄 8 月證據=續強但保守持平。money.udn 8 月系列:富世達 + 嘉澤雙台廠打破外企 U,2024-09-01,,3533,3,"[跨批縫合:首見 2024-08-01(批 2024H2),conviction 終值 3] 新增:≤圍欄 8 月市場報導亦為輝達 GB200 快接頭合格供應商(連接器大廠),打破外企壟斷;量產 2025H1(forward),保守起手 2。TWSE。",2024-08-01,repo:backfill/label_runs/2024-08.json,台廠多家通過 UQD 認證致集中度瓦解 / 快接頭供給正常化、漲價回落 / GB200/GB300 液冷砍單、滲透率停滯 / 富世達 UQD 訂單能見度回縮。,,enabler
epaper_esl,電子紙/ESL,"epaper_esl(元太 8069,TPEx 不可交易):本月無『發布日 ≤ 2024-07-31』之新催化訊號,主題休眠,持平 conviction 3,無",2022-09-01,,8069,3,"[跨批縫合:首見 2022-08-01(批 2022H2),conviction 終值 3] carry 持平(TPEx 不可交易);本月無 ≤圍欄新催化。",2024-07-01,repo:backfill/label_runs/2024-07.json,ESL 換裝潮結束 / 電子紙產能過剩 / 報價回落。,,chokepoint_owner
ev_supply,電動車供應鏈,"在冊主題 ev_supply(⚠ 首月補演化):放大器=特斯拉價格戰已於 2023 上半年成形(Q1 營業利益年減 24%,OEM 端毛利壓縮)。惟≤圍欄證據(",2022-08-01,2023-12-31,1536,2,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 2] 傳動齒輪,墨西哥擴廠;持平,觀察價格戰傳導。",2023-07-01,repo:backfill/label_runs/2023-07.json,Tesla 降價戰壓縮供應鏈訂單/毛利/電動車銷量成長失速。,,chokepoint_owner
ev_supply,電動車供應鏈,"在冊主題 ev_supply(⚠ 首月補演化):放大器=特斯拉價格戰已於 2023 上半年成形(Q1 營業利益年減 24%,OEM 端毛利壓縮)。惟≤圍欄證據(",2022-08-01,2023-12-31,2308,2,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 2] 電源/動力,持平。",2023-07-01,repo:backfill/label_runs/2023-07.json,Tesla 降價戰壓縮供應鏈訂單/毛利/電動車銷量成長失速。,,enabler
ev_supply,電動車供應鏈,"在冊主題 ev_supply(⚠ 首月補演化):放大器=特斯拉價格戰已於 2023 上半年成形(Q1 營業利益年減 24%,OEM 端毛利壓縮)。惟≤圍欄證據(",2022-08-01,2023-12-31,3665,2,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 2] 高壓線束,北美優勢抗跌;持平。",2023-07-01,repo:backfill/label_runs/2023-07.json,Tesla 降價戰壓縮供應鏈訂單/毛利/電動車銷量成長失速。,,enabler
ev_supply,電動車供應鏈,"在冊主題 ev_supply(⚠ 首月補演化):放大器=特斯拉價格戰已於 2023 上半年成形(Q1 營業利益年減 24%,OEM 端毛利壓縮)。惟≤圍欄證據(",2022-08-01,2023-12-31,5243,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 沖壓件,受惠轉單;持平。",2023-07-01,repo:backfill/label_runs/2023-07.json,Tesla 降價戰壓縮供應鏈訂單/毛利/電動車銷量成長失速。,,enabler
foundry_shortage,成熟製程產能荒,"期初冊主題,僅做證據演化(不重跑瓶頸簽名)。圍欄內 2022-07-08 第一手證據顯示成熟製程開始『分裂』:消費性應用(電視/PC driver IC、PMI",2022-08-01,2022-10-31,2303,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 圍欄內仍100%+滿載、口頭樂觀,但消費端砍單潮浮現、下行風險升高;由4下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,成熟製程全面砍單並開始降價(而非僅消費端砍單);利用率跌破8成;聯電/世界先進由『樂觀/滿載』轉為明確減產或報價下修,,chokepoint_owner
foundry_shortage,成熟製程產能荒,"期初冊主題,僅做證據演化(不重跑瓶頸簽名)。圍欄內 2022-07-08 第一手證據顯示成熟製程開始『分裂』:消費性應用(電視/PC driver IC、PMI",2022-08-01,2022-10-31,5347,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 已轉保守(庫存升、Q3利用率自高點滑落),弱化最明確;由4下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,成熟製程全面砍單並開始降價(而非僅消費端砍單);利用率跌破8成;聯電/世界先進由『樂觀/滿載』轉為明確減產或報價下修,,chokepoint_owner
foundry_shortage,成熟製程產能荒,"期初冊主題,僅做證據演化(不重跑瓶頸簽名)。圍欄內 2022-07-08 第一手證據顯示成熟製程開始『分裂』:消費性應用(電視/PC driver IC、PMI",2022-08-01,2022-10-31,6770,1,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 1] 面板driver/CIS鬆動、靠轉單PMIC/車用維持滿載;結構性供不應求敘事開始鬆動,由4下調至3",2022-07-01,repo:backfill/label_runs/2022-07.json,成熟製程全面砍單並開始降價(而非僅消費端砍單);利用率跌破8成;聯電/世界先進由『樂觀/滿載』轉為明確減產或報價下修,,chokepoint_owner
grid_heavy_electrical,電網重電,grid_heavy_electrical:本月真搜尋未取得『發布日 ≤ 2024-07-31』之重電廠 AI-DC 具體大單/漲價第一手——華城星際之門第 1,2022-10-01,,1503,2,"[跨批縫合:首見 2022-09-01(批 2022H2),conviction 終值 2] carry 持平。",2024-07-01,repo:backfill/label_runs/2024-07.json,台電強韌電網預算腰斬 / 重電訂單連 2 季衰退 / 變壓器交期正常化 / 美國外銷能見度回縮。,,enabler
grid_heavy_electrical,電網重電,grid_heavy_electrical:本月真搜尋未取得『發布日 ≤ 2024-07-31』之重電廠 AI-DC 具體大單/漲價第一手——華城星際之門第 1,2022-10-01,,1513,3,"[跨批縫合:首見 2022-09-01(批 2022H2),conviction 終值 3] carry 持平;無 ≤圍欄名別新單。",2024-07-01,repo:backfill/label_runs/2024-07.json,台電強韌電網預算腰斬 / 重電訂單連 2 季衰退 / 變壓器交期正常化 / 美國外銷能見度回縮。,,chokepoint_owner
grid_heavy_electrical,電網重電,grid_heavy_electrical:本月真搜尋未取得『發布日 ≤ 2024-07-31』之重電廠 AI-DC 具體大單/漲價第一手——華城星際之門第 1,2022-10-01,,1514,2,"[跨批縫合:首見 2022-09-01(批 2022H2),conviction 終值 2] carry 持平。",2024-07-01,repo:backfill/label_runs/2024-07.json,台電強韌電網預算腰斬 / 重電訂單連 2 季衰退 / 變壓器交期正常化 / 美國外銷能見度回縮。,,enabler
grid_heavy_electrical,電網重電,grid_heavy_electrical:本月真搜尋未取得『發布日 ≤ 2024-07-31』之重電廠 AI-DC 具體大單/漲價第一手——華城星際之門第 1,2022-10-01,,1519,4,"[跨批縫合:首見 2022-09-01(批 2022H2),conviction 終值 4] carry 持平(寡占上限);AI-DC 具體大單皆 >圍欄不採。",2024-07-01,repo:backfill/label_runs/2024-07.json,台電強韌電網預算腰斬 / 重電訂單連 2 季衰退 / 變壓器交期正常化 / 美國外銷能見度回縮。,,chokepoint_owner
reopening_travel,解封出行,"期初冊主題,與本月『觀光餐旅』動能種子(2736寧茂/2743三顧-KY/2723美食-KY/2753八方雲集等,ret60 +15~49%)同源,僅做證據演化",2022-08-01,,2610,4,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 4] 同上,維持3",2022-07-01,repo:backfill/label_runs/2022-07.json,航空運能全面恢復、國際航班/座位供給回到疫情前;票價正常化(容量瓶頸解除);出行需求見頂回落,,chokepoint_owner
reopening_travel,解封出行,"期初冊主題,與本月『觀光餐旅』動能種子(2736寧茂/2743三顧-KY/2723美食-KY/2753八方雲集等,ret60 +15~49%)同源,僅做證據演化",2022-08-01,,2618,4,"[跨批縫合:首見 2022-07-01(批 2022H2),conviction 終值 4] 運能受限下的雙雄之一;邊境鬆綁需求回流,維持3",2022-07-01,repo:backfill/label_runs/2022-07.json,航空運能全面恢復、國際航班/座位供給回到疫情前;票價正常化(容量瓶頸解除);出行需求見頂回落,,chokepoint_owner
ai_ccl,AI server CCL and high-speed PCB materials,CCL / low-loss substrate,2025-02-01,,2383,5,"M8/M9 級低損耗 CCL 寡占之首,GB300/自研 ASIC 加速卡高階材料主力供應商;漲價+升規雙引擎。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#2383; https://news.cnyes.com/news/id/5627581,"CCL/low-loss 材料報價連 2 季回落,或主要 CCL 廠擴產產能開出且交期正常化",2026-09-30,chokepoint_owner
ai_ccl,AI server CCL and high-speed PCB materials,CCL / low-loss substrate,2025-02-01,,6274,5,"低損耗 CCL 三強,800G 交換器與 AI 加速卡 M8 級材料寡占供應者;AI 網路頻寬升級=材料等級升級=ASP 跳升(規格瓶頸)。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#6274; https://news.cnyes.com/news/id/5627341,"CCL/low-loss 材料報價連 2 季回落,或主要 CCL 廠擴產產能開出且交期正常化",2026-09-30,chokepoint_owner
ai_ccl,AI server CCL and high-speed PCB materials,CCL / low-loss substrate,2025-02-01,,6213,3,"CCL 三強之末、高階規格追趕者;AI 外溢訂單受益,持有材料節點但份額落後半代。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#6213; https://news.cnyes.com/news/id/5627432,"CCL/low-loss 材料報價連 2 季回落,或主要 CCL 廠擴產產能開出且交期正常化",2026-09-30,enabler
ai_ccl,AI server CCL and high-speed PCB materials,CCL / low-loss substrate,2025-02-01,2026-07-13,3044,3,Industry-first thesis: AI accelerator networking and high-layer-count server boards require scarce low-loss CCL capacity.,2025-01-01,legacy:curated-2026H1; source_note 為原始論點,"CCL/low-loss 材料報價連 2 季回落,或主要 CCL 廠擴產產能開出且交期正常化",2026-09-30,beneficiary
ai_pcb,AI server PCB and drilling bottlenecks,PCB / drilling / process equipment,2025-02-01,2026-07-13,2367,3,"Industry-first thesis: AI server boards raise layer count, process difficulty, and drilling bottlenecks.",2025-01-01,legacy:curated-2026H1; source_note 為原始論點,"HDI/鑽孔設備交期正常化,AI 板層數規格升級停滯",2026-09-30,beneficiary
ai_pcb,AI server PCB and drilling bottlenecks,PCB / drilling / process equipment,2025-02-01,,3037,3,"ABF 載板三雄,載板產能與客戶認證為自有稀缺節點;AI 基板層數升級再度抽緊供給。",2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3037; https://tw.stock.yahoo.com/news/%E5%85%A8%E7%90%83%E5%8F%AA%E5%89%A9%E5%85%A9%E5%BC%B7-%E6%AC%A3%E8%88%88%E5%90%83%E4%B8%8Bai%E8%BC%89%E6%9D%BF%E7%B4%85%E5%88%A9-%E6%93%B4%E7%94%A2%E4%BB%8D%E8%BF%BD%E4%B8%8D%E4%B8%8A%E9%9C%80%E6%B1%82-052801737.html; https://tw.stock.yahoo.com/news/%E7%94%A2%E8%83%BD%E5%85%A8%E9%83%BD%E8%A2%AB%E8%A8%82%E8%B5%B0-abf%E8%BC%89%E6%9D%BF%E5%A4%A7%E5%BB%A0-%E5%8A%A0%E7%A2%BC60%E5%84%84%E6%8B%9A%E6%93%B4%E7%94%A2-%E6%98%8E%E5%B9%B4%E8%B3%87%E6%9C%AC%E6%94%AF%E5%87%BA%E4%B8%8A%E4%BF%AE%E8%87%B3254%E5%84%84%E5%85%83-143000505.html,"HDI/鑽孔設備交期正常化,AI 板層數規格升級停滯",2026-09-30,chokepoint_owner
ai_pcb,AI server PCB and drilling bottlenecks,PCB / drilling / process equipment,2025-02-01,,8021,4,"鑽針耗材全球前二;AI 板層數與鑽孔難度躍升直接受益,技術門檻真、非獨佔。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#8021; https://udn.com/news/story/7253/9523101,"HDI/鑽孔設備交期正常化,AI 板層數規格升級停滯",2026-09-30,enabler
ai_pcb,AI server PCB and drilling bottlenecks,PCB / drilling / process equipment,2025-02-01,,3167,4,PCB 成型/鑽孔設備寡占利基;AI 板規格升級帶動設備換代需求。,2025-01-01,repo:registry/evidence/registry_evidence.jsonl#3167; https://news.cnyes.com/news/id/5625482; https://mops.twse.com.tw,"HDI/鑽孔設備交期正常化,AI 板層數規格升級停滯",2026-09-30,enabler
ai_server_mech,AI server mechanical and rack constraints,Rails / thermal mechanical / connectors,2025-02-01,,2059,5,"rack 級 AI 伺服器導軌近壟斷(高階市佔 60-70%),機櫃世代升級使單櫃導軌價值量倍增;安規認證鎖定。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#2059; https://news.cnyes.com/news/id/5627192,"機櫃出貨指引下修 >= 2 家 ODM,或導軌/機構件報價回落",2026-09-30,chokepoint_owner
ai_server_mech,AI server mechanical and rack constraints,Rails / thermal mechanical / connectors,2025-02-01,,3017,4,"散熱雙雄之首,3D VC/液冷板寡占+設計綁定;GB 世代液冷滲透率躍升直接受益。",2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3017; https://www.sinotrade.com.tw/richclub/hotstock/%E5%A5%87%E9%8B%90-3017-%E5%81%9A%E4%BB%80%E9%BA%BC-%E5%8E%BB%E5%B9%B4%E7%87%9F%E6%94%B6%E8%A1%9D%E7%A0%B4%E5%8D%83%E5%84%84%E5%AF%AB%E6%96%B0%E7%8C%B7-%E7%99%BC%E8%A1%A8%E6%9C%83%E6%8F%AD%E9%9C%B2%E5%8D%81%E5%B9%B4%E7%A3%A8%E4%B8%80%E5%8A%8D%E9%82%81%E5%90%91%E6%B6%B2%E5%86%B7%E5%85%83%E5%B9%B4-%E8%82%A1%E5%B8%82%E8%A9%B1%E9%A1%8C-69e73ca3828d0b0adeeda706; https://www.moneyweekly.com.tw/ArticleData/Info/Article/200828,"機櫃出貨指引下修 >= 2 家 ODM,或導軌/機構件報價回落",2026-09-30,chokepoint_owner
ai_server_mech,AI server mechanical and rack constraints,Rails / thermal mechanical / connectors,2025-02-01,,3324,4,"散熱雙雄,液冷板/水冷排寡占本尊;AI 機櫃液冷化受益。",2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3324; https://wantrich.chinatimes.com/news/20260225900454-420101; https://money.udn.com/money/story/5607/9329876,"機櫃出貨指引下修 >= 2 家 ODM,或導軌/機構件報價回落",2026-09-30,chokepoint_owner
ai_server_mech,AI server mechanical and rack constraints,Rails / thermal mechanical / connectors,2025-02-01,,3653,4,均熱片/metal lid 高階近獨供;CPU/GPU 規格升級單價躍升。,2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3653; https://www.ctee.com.tw/news/20251128700207-439901; https://gfemobile.cnyes.com/news/id/6270189,"機櫃出貨指引下修 >= 2 家 ODM,或導軌/機構件報價回落",2026-09-30,chokepoint_owner
ai_server_mech,AI server mechanical and rack constraints,Rails / thermal mechanical / connectors,2025-02-01,,3533,4,"CPU socket 三強寡占,LGA 規格認證鎖定;伺服器平台換代受益。",2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3533; https://m.cnyes.com/news/id/6120427; https://tw.stock.yahoo.com/news/%E5%98%89%E6%BE%A4%E8%A1%9D%E5%88%BA%E4%BC%BA%E6%9C%8D%E5%99%A8%E6%A5%AD%E5%8B%99-%E4%BB%8A%E5%B9%B4%E6%95%B4%E9%AB%94%E7%87%9F%E6%94%B6%E6%8B%9A%E5%B9%B4%E5%A2%9E15-021400083.html,"機櫃出貨指引下修 >= 2 家 ODM,或導軌/機構件報價回落",2026-09-30,chokepoint_owner
advanced_packaging,Advanced packaging and test capacity,CoWoS / advanced packaging / probe cards / test sockets,2025-02-01,,3131,5,"CoWoS 濕製程設備關鍵供應商,台積電認證綁定;先進封裝擴產直接受益。",2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#3131; https://vocus.cc/article/6a15bdbafd89780001633b4d; https://money.udn.com/money/story/5612/9188169,"CoWoS/先進封裝產能利用率跌破 80%,測試介面交期正常化",2026-09-30,enabler
advanced_packaging,Advanced packaging and test capacity,CoWoS / advanced packaging / probe cards / test sockets,2025-02-01,,3583,4,"先進封裝製程設備+再生晶圓,台積電擴產鏈關鍵投入。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#3583; https://news.cnyes.com/news/id/5625902,"CoWoS/先進封裝產能利用率跌破 80%,測試介面交期正常化",2026-09-30,enabler
advanced_packaging,Advanced packaging and test capacity,CoWoS / advanced packaging / probe cards / test sockets,2025-02-01,,6223,5,"MEMS 探針卡台系獨大(全球三強),先進封裝測試瓶頸;技術+客戶認證雙壁壘。",2025-01-01,repo:registry/evidence/registry_evidence.jsonl#6223; https://news.cnyes.com/news/id/5625893,"CoWoS/先進封裝產能利用率跌破 80%,測試介面交期正常化",2026-09-30,chokepoint_owner
advanced_packaging,Advanced packaging and test capacity,CoWoS / advanced packaging / probe cards / test sockets,2025-02-01,,6515,5,高階測試座寡占本尊;AI 晶片測試介面需求隨算力代際成長。,2025-01-01,repo:registry/evidence/supplement_2026-07.jsonl#6515; https://tw.stock.yahoo.com/news/%E8%A8%82%E5%96%AE%E6%BB%BF%E5%88%B0%E6%BA%A2%E5%87%BA-%E9%80%99%E6%AA%94-q4%E6%BB%BF%E8%BC%89-%E6%98%8E%E5%B9%B4%E7%9C%8B%E4%B8%8D%E5%88%B0%E9%A0%82-%E6%8E%A2%E9%87%9D%E7%94%A2%E8%83%BD%E5%80%8D%E5%A2%9E-023500327.html; https://vocus.cc/article/6a15701efd8978000148d3cb,"CoWoS/先進封裝產能利用率跌破 80%,測試介面交期正常化",2026-09-30,chokepoint_owner
advanced_packaging,Advanced packaging and test capacity,CoWoS / advanced packaging / probe cards / test sockets,2025-02-01,2026-07-14,7556,3,"Industry-first thesis: AI accelerator demand shifts scarcity to advanced packaging, probe cards, and test interfaces.",2025-01-01,"repo:registry/evidence/supplement_2026-07.jsonl#7556(2026-07-14 補搜查無實質瓶頸證據,策展除名)","CoWoS/先進封裝產能利用率跌破 80%,測試介面交期正常化",2026-09-30,enabler
